id,ACT_INAC,Calc_Acres,Contact,DATE_ISS,FeatCLS,MINE_STATU,National_I,ORIG_PERM,PERM_ACT,PER_NAME,PER_TYPE,PermitNo,QUAD_DESC,REGION_DES,Shape_Leng,Source,Type_Flag
0000000000000000196a,Released,460.17930733,KY Division of Mine Permits,"1212130800000",SF,RC,KY8980817,"8980817",SU      06/01/2017  MI   2  05/25/2017  NC   1  08/25/2015,PREMIER ELKHORN COAL LLC,PERMANENT,"8980817",WHEELWRIGHT,PIKEVILLE,61303.1307546,KYDMP,TRNS
"00000000000000001995",Released,431.59186673,KY Division of Mine Permits,"1381906800000",SF,RC,KY8980944,"8980944",SU      02/06/2017  MT   1  11/13/2015  NC   1  06/26/2015,PREMIER ELKHORN COAL LLC,PERMANENT,"8980944",WHEELWRIGHT,PIKEVILLE,82432.2284053,DMP E_Shape,TRNS
00000000000000001a4c,Released,13.64132855,KY Division of Mine Permits,"1228896000000",SF,RC,KY8984344,"8985851",SU      05/30/2013  MI   1  08/29/2012  SU   2  12/10/2008,DEANE MINING LLC,PERMANENT,"8984344",WHEELWRIGHT,PIKEVILLE,11521.7094273,KYDMP,TRNS
00000000000000001bf4,Released,9.78767509,KY Division of Mine Permits,"808383600000",SF,RC,KY8985853,"8985853",SU      04/09/2007  MT   2  10/16/2003  MI   4  05/10/2002,KENTUCKY MAY COAL COMPANY INC,PERMANENT,"8985853",WHEELWRIGHT,PIKEVILLE,7042.0956068,KGS Project,TRNS
00000000000000001c15,Released,15.3394816,KY Division of Mine Permits,"864716400000",SF,RC,KY8985932,"0985409",SU      01/30/2017  NC   1  08/21/2015  MT   6  05/05/2014,PREMIER ELKHORN COAL LLC,PERMANENT,"8985932",WHEELWRIGHT,PIKEVILLE,8785.13263508,KYDMP,TRNS
"00000000000000002177",Released,2.29226932,KY Division of Mine Permits,"366620400000",SF,RC,KY0365143,"0365143",AM      06/18/1982  NW      08/14/1981,BAILEY MINING COMPANY INCORPORATED,INTERIM,"0365143",WHEELWRIGHT,PRESTONSBURG,3534.62660962,KGS Project,TRNS
0000000000000000217a,Released,4.153957,KY Division of Mine Permits,"371977200000",SF,RC,KY0365147,"0365147",NW      10/15/1981,BAILEY MINING COMPANY INCORPORATED,INTERIM,"0365147",WHEELWRIGHT,PRESTONSBURG,9101.02307847,KGS Project,TRNS
"00000000000000002193",Released,2.19005811,KY Division of Mine Permits,"398588400000",SF,RC,KY0365186,"0365186",NW      08/19/1982,WHEELWRIGHT MINING INC,INTERIM,"0365186",WHEELWRIGHT,PRESTONSBURG,2390.38807098,KGS Project,TRNS
000000000000000021b4,Released,2.78372031,KY Division of Mine Permits,"289468800000",SF,RC,KY0368000,"0368000",AM      09/08/1980  NW      03/05/1979,BAILEY MINING COMPANY INCORPORATED,INTERIM,"0368000",WHEELWRIGHT,PRESTONSBURG,4758.79034151,KGS Project,TRNS
000000000000000021b7,Released,20.79239471,KY Division of Mine Permits,"371113200000",SF,RC,KY0369000,"0369000",RV      07/02/1982  NW      10/05/1981,BAILEY MINING COMPANY INCORPORATED,INTERIM,"0369000",WHEELWRIGHT,PRESTONSBURG,5769.51952176,KGS Project,TRNS
000000000000000021ba,Released,10.36837574,KY Division of Mine Permits,"393577200000",SF,RC,KY0369003,"0369003",NW      06/22/1982,BAILEY MINING COMPANY INCORPORATED,INTERIM,"0369003",WHEELWRIGHT,PRESTONSBURG,3689.44903713,KGS Project,TRNS
00000000000000002ab4,Released,4.46339923,KY Division of Mine Permits,"371890800000",SF,RC,KY0985273,"0985273",SU      10/14/1981,APPALACHIA MINING COMPANY,INTERIM,"0985273",WHEELWRIGHT,PIKEVILLE,2452.87976989,KGS Project,TRNS
00000000000000002b0f,Released,4.54894241,KY Division of Mine Permits,"387532800000",SF,RC,KY0985399,"0985399",NW      04/13/1982,APACHE MINING CO,INTERIM,"0985399",WHEELWRIGHT,PIKEVILLE,3755.48042519,KGS Project,TRNS
"00000000000000002d61",Released,4.81506709,KY Division of Mine Permits,"308214000000",SF,RC,KY2365106,"2365106",NW      10/08/1979,BAILEY MINING COMPANY INCORPORATED,INTERIM,"2365106",WHEELWRIGHT,PRESTONSBURG,3868.65021915,KGS Project,TRNS
"00000000000000002d62",Released,5.60209519,KY Division of Mine Permits,"308386800000",SF,RC,KY2365107,"2365107",NW      10/10/1979,BAILEY MINING COMPANY INCORPORATED,INTERIM,"2365107",WHEELWRIGHT,PRESTONSBURG,5112.33623362,KGS Project,TRNS
00000000000000000fb7,Released,242.58191579,KY Division of Mine Permits,"1197446400000",SF,RC,KY8610494,"8610494",SU      04/19/2012  MT   1  01/21/2010  MI   1  10/31/2008,ALDEN RESOURCES LLC,PERMANENT,"8610494",BARBOURVILLE,MIDDLESBORO,35814.60932,KYDMP,TRNS
00000000000000000fbc,Released,121.58665223,KY Division of Mine Permits,"1294041600000",SF,RC,KY8610508,"8610508",SU      03/11/2014  FR   5  10/14/2013  MT   1  08/14/2013,MOUNTAINSIDE COAL CO INC,PERMANENT,"8610508",BARBOURVILLE,MIDDLESBORO,39841.1792148,CHIA,TRNS
00000000000000000fbd,Released,191.01100805,KY Division of Mine Permits,"1273042800000",SF,RC,KY8610511,"8610496",SU      04/02/2012  MI   2  10/04/2011  MT   1  10/22/2010,ALDEN RESOURCES LLC,PERMANENT,"8610511",BARBOURVILLE,MIDDLESBORO,48833.9348643,KYDMP,TRNS
00000000000000000fc1,Released,57.93290886,KY Division of Mine Permits,"1294905600000",SF,RC,KY8610519,"8610502",SU      02/05/2013  SU   1  01/13/2011,NORTH AMERICAN GEM US INC,PERMANENT,"8610519",BARBOURVILLE,MIDDLESBORO,46712.3840641,KYDMP,TRNS
00000000000000000fc2,Released,119.78091357,KY Division of Mine Permits,"1357804800000",SF,RC,KY8610521,"8610521",SU      10/31/2016  MI   1  12/15/2015  NC   1  03/30/2015,GATLIFF COAL LLC,PERMANENT,"8610521",BARBOURVILLE,MIDDLESBORO,18259.1184058,CHIA,TRNS
00000000000000000fc8,Released,57.93290886,KY Division of Mine Permits,"1360051200000",SF,RC,KY8610532,"8610502",SU      10/05/2015  MT   1  10/01/2015  MT   2  10/02/2015,"KEENER RIDGE COALS, INC.",PERMANENT,"8610532",BARBOURVILLE,MIDDLESBORO,46712.3840641,KYDMP,TRNS
00000000000000000fcc,Released,119.78091357,KY Division of Mine Permits,"1477897200000",SF,RC,KY8610541,"8610521",SU      01/03/2018  MI   2  08/16/2017  MT   2  08/08/2017,GATLIFF COAL LLC,PERMANENT,"8610541",BARBOURVILLE,MIDDLESBORO,18259.1184058,CHIA,TRNS
00000000000000000ff6,Released,28.01794398,KY Division of Mine Permits,"899881200000",SF,RC,KY8615307,"8615307",SU      03/01/2004  RN   1  06/24/2003  MA   1  11/15/2002,GATLIFF COAL COMPANY,PERMANENT,"8615307",BARBOURVILLE,MIDDLESBORO,14621.9492092,KGS Project,TRNS
00000000000000000ffe,Released,10.62856131,KY Division of Mine Permits,"1272870000000",SF,RC,KY8615345,"8615311",SU      03/13/2012  MT   3  12/27/2011  SU   4  05/03/2010,ALDEN RESOURCES LLC,PERMANENT,"8615345",BARBOURVILLE,MIDDLESBORO,3640.86643266,KYDMP,TRNS
00000000000000000fff,Released,20.46543875,KY Division of Mine Permits,"1272265200000",SF,RC,KY8615346,"8615307",SU      03/13/2012  MT   2  07/14/2010  SU   3  04/26/2010,ALDEN RESOURCES LLC,PERMANENT,"8615346",BARBOURVILLE,MIDDLESBORO,10989.820628,KYDMP,TRNS
0000000000000000014e,Released,77.79578035,KY Division of Mine Permits,"448617600000",SF,RC,KY4980200,"0980200",SU      06/16/2008  RN   4  09/02/2004  MT   3  07/21/2003,COAL RUN COAL COMPANY INC,PERMANENT,"4980200",BROAD BOTTOM,PIKEVILLE,19755.2476617,KGS Project,TRNS
"00000000000000000153",Released,24.76212061,KY Division of Mine Permits,"443174400000",SF,RC,KY4980236,"0980236",SU      10/01/1984  NW      01/17/1984,COAL RUN COAL COMPANY INC,PERMANENT,"4980236",BROAD BOTTOM,PIKEVILLE,12484.2642348,KGS Project,TRNS
"00000000000000000181",Released,278.1978033,KY Division of Mine Permits,"460969200000",SF,RC,KY4985302,"0985302",SU      12/20/2012  MT   5  08/23/2011  RN   5  07/21/2009,PETER FORK MINING COMPANY,PERMANENT,"4985302",BROAD BOTTOM,PIKEVILLE,106658.128534,KYDMP,TRNS
0000000000000000019c,Released,3.24746729,KY Division of Mine Permits,"453625200000",SF,RC,KY4985385,"0985385",SU      04/07/1992  MT      12/04/1991  RN      06/06/1989,QUADRANGLE LAND CO INC,PERMANENT,"4985385",BROAD BOTTOM,PIKEVILLE,2955.19935976,KGS Project,TRNS
000000000000000001a0,Released,1.3045498,KY Division of Mine Permits,"453625200000",SF,RC,KY4985396,"0985396",SU      04/07/1992  MI      11/17/1989  RN      06/05/1989,QUADRANGLE LAND CO INC,PERMANENT,"4985396",BROAD BOTTOM,PIKEVILLE,2962.52345824,KGS Project,TRNS
000000000000000001a1,Released,0.72807261,KY Division of Mine Permits,"453625200000",SF,RC,KY4985397,"0985397",SU      11/04/1991  AM      05/22/1990  AM      01/18/1990,QUADRANGLE LAND CO INC,PERMANENT,"4985397",BROAD BOTTOM,PIKEVILLE,1036.0546152,KGS Project,TRNS
000000000000000001bd,Released,116.07251274,KY Division of Mine Permits,"638611200000",SF,RC,KY4985466,"0985466",SU      11/07/1990  NW      03/28/1990,RAMSEY COAL COMPANY,PERMANENT,"4985466",BROAD BOTTOM,PIKEVILLE,52204.602665,KGS Project,TRNS
000000000000000004ba,Released,2.13185616,KY Division of Mine Permits,"463388400000",SF,RC,KY6985255,"2985255",SU      07/16/1986  NW      09/07/1984,KENTUCKY COAL CO,PERMANENT,"6985255",BROAD BOTTOM,PIKEVILLE,1860.67755972,KGS Project,TRNS
"00000000000000000992",Released,59.31367619,KY Division of Mine Permits,"796464000000",SF,RC,KY8360255,"8360255",SU      05/22/1996  NC      01/26/1996  FR      10/04/1995,ADDINGTON ENTERPRISES INC,PERMANENT,"8360255",BROAD BOTTOM,PRESTONSBURG,18795.5379172,KGS Project,TRNS
"00000000000000000998",Released,622.58111426,KY Division of Mine Permits,"862383600000",SF,RC,KY8360267,"8360267",SU      12/22/1998  MI      09/18/1998  NW      04/30/1997,REDBONE COAL COMPANY INC,PERMANENT,"8360267",BROAD BOTTOM,PRESTONSBURG,85856.1175425,KGS Project,TRNS
000000000000000009a8,Released,566.96394983,KY Division of Mine Permits,"1138694400000",SF,RC,KY8360313,"8360267",SU      10/08/2012  MI   4  06/18/2009  SU   2  01/31/2006,LCC KENTUCKY LLC,PERMANENT,"8360313",BROAD BOTTOM,PRESTONSBURG,40260.843578,KYDMP,TRNS
"000000000000000009d2",Released,566.96394983,KY Division of Mine Permits,"1349679600000",SF,RC,KY8360415,"8360267",SU      11/16/2018  SU   3  10/08/2012,REVELATION ENERGY LLC,PERMANENT,"8360415",BROAD BOTTOM,PRESTONSBURG,40260.843578,KYDMP,TRNS
00000000000000000a39,Released,22.7589803,KY Division of Mine Permits,"661680000000",SF,RC,KY8365196,"8365196",SU      05/27/1997  AM      02/25/1997  RN      01/22/1996,CLARK ELKHORN COAL COMPANY,PERMANENT,"8365196",BROAD BOTTOM,PRESTONSBURG,11409.1673369,KGS Project,TRNS
00000000000000000a88,Released,56.82546493,KY Division of Mine Permits,"964594800000",SF,RC,KY8365396,"8365196",SU      02/06/2015  MI   8  02/11/2014  MA   7  05/09/2013,MCCOY ELKHORN COAL CORPORATION,PERMANENT,"8365396",BROAD BOTTOM,PRESTONSBURG,20991.5031176,KYDMP,TRNS
00000000000000000adc,Released,56.82546493,KY Division of Mine Permits,"1423209600000",SF,RC,KY8365640,"8365196",SU      07/13/2017  MT   6  06/17/2015  SU   3  02/06/2015,FORTRESS RESOURCES LLC DBA MCCOY ELKHORN COAL CO,PERMANENT,"8365640",BROAD BOTTOM,PRESTONSBURG,20991.5031176,KYDMP,TRNS
"00000000000000001836",Released,151.01382942,KY Division of Mine Permits,"512812800000",SF,RC,KY8980126,"8980126",SU      07/28/1994  MT      02/10/1994  RN      06/17/1991,COAL RUN COAL COMPANY INC,PERMANENT,"8980126",BROAD BOTTOM,PIKEVILLE,41148.8505307,KGS Project,TRNS
0000000000000000186d,Released,309.80363119,KY Division of Mine Permits,"636969600000",SF,RC,KY8980288,"8980288",SU      11/16/1994  FR      08/22/1994  MT      04/06/1994,ADDINGTON INC,PERMANENT,"8980288",BROAD BOTTOM,PIKEVILLE,45391.1712388,KGS Project,TRNS
"00000000000000001874",Released,8.99649004,KY Division of Mine Permits,"644223600000",SF,RC,KY8980305,"8980305",SU      09/10/1991  NW      06/01/1990,HELENA COAL CO,PERMANENT,"8980305",BROAD BOTTOM,PIKEVILLE,7103.7368685,KGS Project,TRNS
"00000000000000001876",Released,38.26176639,KY Division of Mine Permits,"698054400000",SF,RC,KY8980309,"8980309",SU      09/11/1992  NW      02/14/1992,HELENA COAL CO,PERMANENT,"8980309",BROAD BOTTOM,PIKEVILLE,29443.781184,KGS Project,TRNS
"00000000000000001884",Released,89.93158339,KY Division of Mine Permits,"690537600000",SF,RC,KY8980341,"8980341",SU      03/04/1992  NW      11/19/1991,LENVIL LEWIS,PERMANENT,"8980341",BROAD BOTTOM,PIKEVILLE,19712.7093536,KGS Project,TRNS
000000000000000018df,Released,469.13521539,KY Division of Mine Permits,"874393200000",SF,RC,KY8980501,"8980501",SU      03/03/1999  AM      12/22/1998  FR      10/13/1998,D F M INC,PERMANENT,"8980501",BROAD BOTTOM,PIKEVILLE,91583.1618591,KGS Project,TRNS
0000000000000000196b,Released,382.13098675,KY Division of Mine Permits,"1291968000000",SF,RC,KY8980818,"8980818",SU      06/24/2015  MI   1  01/15/2013  NW   1  12/10/2010,MCCOY ELKHORN COAL CORPORATION,PERMANENT,"8980818",BROAD BOTTOM,PRESTONSBURG,91395.9723194,KYDMP,TRNS
000000000000000019a0,Released,382.13098675,KY Division of Mine Permits,"1435129200000",SF,RC,KY8980981,"8980818",SU      07/13/2021  MT   2  03/05/2018  MT   3  01/23/2018,REVELATION ENERGY LLC,PERMANENT,"8980981",BROAD BOTTOM,PIKEVILLE,91395.9723194,KYDMP,TRNS
000000000000000019a1,Released,221.6685978,KY Division of Mine Permits,"1445583600000",SF,RC,KY8980982,"8989070",SU      11/17/2020  MT   5  10/10/2018  FR   2  12/01/2017,REVELATION ENERGY LLC,PERMANENT,"8980982",BROAD BOTTOM,PIKEVILLE,36529.2537484,KYDMP,TRNS
000000000000000019ba,Released,77.26835514,KY Division of Mine Permits,"951379200000",SF,RC,KY8984025,"2985255",SU      12/26/2012  MI   3  01/17/2012  MT   5  12/20/2011,PETER FORK MINING COMPANY,PERMANENT,"8984025",BROAD BOTTOM,PIKEVILLE,44843.5123269,KYDMP,TRNS
000000000000000019bc,Released,19.80029215,KY Division of Mine Permits,"951292800000",SF,RC,KY8984027,"8985250",SU      12/26/2012  RN   4  09/14/2011  MT   3  11/19/2008,PETER FORK MINING COMPANY,PERMANENT,"8984027",BROAD BOTTOM,PIKEVILLE,28154.7735444,KYDMP,TRNS
"000000000000000019d8",Released,4.53501509,KY Division of Mine Permits,"1004342400000",SF,RC,KY8984097,"0985398",SU      02/09/2015  RN   6  02/17/2014  MT   7  11/22/2013,MCCOY ELKHORN COAL CORPORATION,PERMANENT,"8984097",BROAD BOTTOM,PIKEVILLE,3032.36940946,KYDMP,TRNS
000000000000000019da,Released,146.68851731,KY Division of Mine Permits,"957423600000",SF,RC,KY8984100,"0985259",SU      02/10/2015  RN   6  06/02/2014  MI  14  06/20/2013,MCCOY ELKHORN COAL CORPORATION,PERMANENT,"8984100",BROAD BOTTOM,PRESTONSBURG,52220.2362604,KYDMP,TRNS
00000000000000001a14,Released,4.5690811,KY Division of Mine Permits,"1075968000000",SF,RC,KY8984219,"8984219",SU      02/28/2012  MT   1  03/14/2011  RN   1  02/23/2009,CAM MINING LLC,PERMANENT,"8984219",BROAD BOTTOM,PIKEVILLE,2849.69851887,KYDMP,TRNS
00000000000000001a7a,Released,4.53501509,KY Division of Mine Permits,"1423468800000",SF,RC,KY8984503,"0985398",SU      08/05/2021  MT   8  07/10/2018  SU   5  02/09/2015,FORTRESS RESOURCES LLC DBA MCCOY ELKHORN COAL CO,PERMANENT,"8984503",BROAD BOTTOM,PIKEVILLE,3032.36940946,KYDMP,TRNS
00000000000000001a9b,Released,22.54542325,KY Division of Mine Permits,"464857200000",SF,RC,KY8985006,"8985006",AM      09/25/1989  MA      02/24/1988  MI      11/24/1987,SCOTTS BRANCH CO,PERMANENT,"8985006",BROAD BOTTOM,PIKEVILLE,42473.9722833,KGS Project,TRNS
00000000000000001afa,Released,11.5571486,KY Division of Mine Permits,"528966000000",SF,RC,KY8985231,"8985231",SU      04/12/1994  RN      09/10/1991  NW      10/06/1986,PETER FORK MINING COMPANY,PERMANENT,"8985231",BROAD BOTTOM,PIKEVILLE,14440.2907173,KGS Project,TRNS
00000000000000001b01,Released,15.79564283,KY Division of Mine Permits,"684486000000",SF,RC,KY8985250,"8985250",SU      12/15/1994  MT      06/27/1994  NW      09/10/1991,PETER FORK MINING COMPANY,PERMANENT,"8985250",BROAD BOTTOM,PIKEVILLE,18984.431038,KGS Project,TRNS
00000000000000001b4b,Released,3.22394298,KY Division of Mine Permits,"639298800000",SF,RC,KY8985450,"8985450",SU      10/26/1994  MT      04/13/1994  MI      09/07/1993,T & W COAL CO INC,PERMANENT,"8985450",BROAD BOTTOM,PIKEVILLE,2669.82691378,KGS Project,TRNS
00000000000000001ba6,Released,5.17915149,KY Division of Mine Permits,"731318400000",SF,RC,KY8985678,"8985678",SU      05/05/1998  RN      04/20/1998  MI      03/03/1998,KENTUCKY MAY COAL COMPANY INC,PERMANENT,"8985678",BROAD BOTTOM,PIKEVILLE,9480.39649052,KGS Project,TRNS
00000000000000001bbb,Released,14.68883836,KY Division of Mine Permits,"769417200000",SF,RC,KY8985724,"8985724",SU      08/20/2003  MT   1  06/29/2001  RN      06/01/1999,KRIS COAL MINING INC,PERMANENT,"8985724",BROAD BOTTOM,PIKEVILLE,9713.19741405,KGS Project,TRNS
00000000000000001bcd,Released,3.2634351,KY Division of Mine Permits,"754560000000",SF,RC,KY8985759,"8985759",SU      05/05/1998  MI      02/19/1998  MT      09/10/1996,KENTUCKY MAY COAL COMPANY INC,PERMANENT,"8985759",BROAD BOTTOM,PIKEVILLE,3466.60986519,KGS Project,TRNS
00000000000000001c6d,Released,4.35123149,KY Division of Mine Permits,"530956800000",SF,RC,KY8988026,"8988026",SU      04/06/1994  RN      09/10/1991  NW      10/29/1986,PETER FORK MINING COMPANY,PERMANENT,"8988026",BROAD BOTTOM,PIKEVILLE,9559.17388963,KGS Project,TRNS
00000000000000001cbe,Released,37.31693077,KY Division of Mine Permits,"743410800000",SF,RC,KY8989070,"8989070",SU      02/09/1998  FR      11/12/1997  MI      09/27/1996,KENTUCKY MAY COAL COMPANY INC,PERMANENT,"8989070",BROAD BOTTOM,PIKEVILLE,25063.9418634,KGS Project,TRNS
00000000000000001cc8,Released,46.63683179,KY Division of Mine Permits,"887011200000",SF,RC,KY8989099,"8989070",SU      06/14/2000  AM   2  03/07/2000  RN      07/07/1998,REDBONE COAL COMPANY INC,PERMANENT,"8989099",BROAD BOTTOM,PIKEVILLE,5811.68510401,KGS Project,TRNS
00000000000000001cd2,Released,221.6685978,KY Division of Mine Permits,"960966000000",SF,RC,KY8989114,"8989070",SU      10/23/2015  MI   7  12/17/2014  RN   4  06/10/2013,MCCOY ELKHORN COAL CORPORATION,PERMANENT,"8989114",BROAD BOTTOM,PRESTONSBURG,36529.2537484,KYDMP,TRNS
00000000000000002aa7,Released,4.966432,KY Division of Mine Permits,"352454400000",SF,RC,KY0985259,"0985259",RV      06/24/1983  AM      11/02/1981  NW      03/03/1981,TRANSCONTINENTAL COAL PROC INC,INTERIM,"0985259",BROAD BOTTOM,PIKEVILLE,7979.9541355,KGS Project,TRNS
00000000000000002b08,Released,7.22401926,KY Division of Mine Permits,"380188800000",SF,RC,KY0985385,"0985385",RV      04/14/1982  NW      01/18/1982,QUADRANGLE LAND CO INC,INTERIM,"0985385",BROAD BOTTOM,PIKEVILLE,4109.72588089,KGS Project,TRNS
00000000000000002b3f,Released,98.90592783,KY Division of Mine Permits,"395910000000",SF,RC,KY0985466,"0985466",NW      07/19/1982,WEDDINGTON COAL COMPANY,INTERIM,"0985466",BROAD BOTTOM,PIKEVILLE,24716.5706509,KGS Project,TRNS
00000000000000002b5b,Released,2.58044694,KY Division of Mine Permits,"395478000000",SF,RC,KY0985504,"0985504",NW      07/14/1982,CITATION COAL CORPORATION,INTERIM,"0985504",BROAD BOTTOM,PIKEVILLE,4713.66666579,KGS Project,TRNS
"00000000000000000171",Released,7.26047393,KY Division of Mine Permits,"452761200000",SF,RC,KY4985211,"0985211",SU      02/08/1993  MT      12/15/1992  RN      04/20/1989,POTTER MINING CO INC,PERMANENT,"4985211",ELKHORN CITY,PIKEVILLE,6346.41085176,KGS Project,TRNS
0000000000000000017c,Released,4.68296828,KY Division of Mine Permits,"495442800000",SF,RC,KY4985280,"0985280",SU      02/08/1993  RN      11/16/1990  MI      04/04/1989,POTTER MINING CO INC,PERMANENT,"4985280",ELKHORN CITY,PIKEVILLE,6545.25212257,KGS Project,TRNS
"00000000000000000180",Released,1.59188654,KY Division of Mine Permits,"456562800000",SF,RC,KY4985300,"0985300",SU      01/20/1993  MT      05/06/1992  RN      05/11/1989,FEDERAL MINING CO INC,PERMANENT,"4985300",ELKHORN CITY,PIKEVILLE,1922.02394088,KGS Project,TRNS
"00000000000000000199",Released,10.06293655,KY Division of Mine Permits,"445507200000",SF,RC,KY4985378,"0985378",SU      09/30/1987  NW      02/13/1984,RUSSELL FORK COAL CO,PERMANENT,"4985378",ELKHORN CITY,PIKEVILLE,18179.8509676,KGS Project,TRNS
000000000000000001cc,Released,33.16449555,KY Division of Mine Permits,"463734000000",SF,RC,KY4988000,"0988000",SU      09/10/1993  AM      09/03/1993  MT      03/18/1993,POTTER MINING CO INC,PERMANENT,"4988000",ELKHORN CITY,PIKEVILLE,12918.4449848,KGS Project,TRNS
000000000000000001cf,Released,33.77462783,KY Division of Mine Permits,"463734000000",SF,RC,KY4989001,"0989001",SU      12/01/1992  RN      06/13/1989  AM      04/14/1989,POTTER MINING CO INC,PERMANENT,"4989001",ELKHORN CITY,PIKEVILLE,15714.1026281,KGS Project,TRNS
000000000000000004af,Released,3.71786287,KY Division of Mine Permits,"465202800000",SF,RC,KY6985075,"2985075",SU      05/05/1993  MT      11/04/1992  MI      06/27/1991,POTTER MINING CO INC,PERMANENT,"6985075",ELKHORN CITY,PIKEVILLE,7893.54652646,KGS Project,TRNS
0000000000000000186e,Released,756.625192,KY Division of Mine Permits,"676882800000",SF,RC,KY8980290,"8980290",SU      01/04/2006  MI  10  12/17/2003  MI   9  10/02/2002,REDBONE COAL COMPANY INC,PERMANENT,"8980290",ELKHORN CITY,PIKEVILLE,99419.5175432,KGS Project,TRNS
"00000000000000001872",Released,790.81031825,KY Division of Mine Permits,"658656000000",SF,RC,KY8980303,"8980303",SU      04/15/2002  MTS   1  03/22/2001  RN   2  02/16/200,BRANHAM & BAKER COAL COMPANY INC,PERMANENT,"8980303",ELKHORN CITY,PIKEVILLE,182107.035122,KGS Project,TRNS
"000000000000000018d4",Released,253.19963284,KY Division of Mine Permits,"837414000000",SF,RC,KY8980479,"8980479",SU      03/25/2002  MTS   1  03/22/2001  AM   1  08/16/199,BRANHAM & BAKER COAL COMPANY INC,PERMANENT,"8980479",ELKHORN CITY,PIKEVILLE,55479.2235899,KGS Project,TRNS
"00000000000000001968",Released,324.00517986,KY Division of Mine Permits,"1381474800000",SF,RC,KY8980812,"8980812",SU      02/24/2017  MT   1  11/13/2015  NC   1  11/02/2015,CLINTWOOD ELKHORN MINING LLC,PERMANENT,"8980812",ELKHORN CITY,PIKEVILLE,38349.6407107,CHIA,TRNS
0000000000000000197e,Released,90.61076374,KY Division of Mine Permits,"1320739200000",SF,RC,KY8980879,"8980635",SU      02/14/2014  SU   3  11/08/2011,CORBIN MINING LLC,PERMANENT,"8980879",ELKHORN CITY,PIKEVILLE,76882.5629978,KYDMP,TRNS
0000000000000000199c,Released,324.00517986,KY Division of Mine Permits,"1487923200000",SF,RC,KY8980964,"8980812",MT   3  10/30/2020  RN   1  05/08/2019  MT   2  02/06/2018,CLINTWOOD ELKHORN MINING LLC,PERMANENT,"8980964",ELKHORN CITY,PIKEVILLE,38349.6407107,CHIA,TRNS
000000000000000019a6,Released,38.30898311,KY Division of Mine Permits,"1499929200000",SF,RC,KY8981003,"8981003",SU      11/19/2019  MT   2  11/20/2019  MTS   1  03/08/201,LABCO LLC,PERMANENT,"8981003",ELKHORN CITY,PIKEVILLE,16953.2930793,DMP E_Shape,TRNS
00000000000000001a3c,Released,16.61426789,KY Division of Mine Permits,"1178262000000",SF,RC,KY8984316,"8984316",SU      11/29/2016  NC   1  11/02/2015  MT   3  05/23/2014,CLINTWOOD ELKHORN MINING LLC,PERMANENT,"8984316",ELKHORN CITY,PIKEVILLE,10201.856447,KYDMP,TRNS
00000000000000001a3d,Released,2671.15341867,KY Division of Mine Permits,"1173769200000",SF,RC,KY8984317,"8984269",SU      01/31/2017  RN   2  02/26/2016  NC   1  12/14/2015,CLINTWOOD ELKHORN MINING LLC,PERMANENT,"8984317",ELKHORN CITY,PIKEVILLE,105976.130382,KYDMP,TRNS
00000000000000001a3e,Released,12.06639671,KY Division of Mine Permits,"1193209200000",SF,RC,KY8984318,"8984270",SU      12/19/2016  NC   1  11/17/2015  RN   2  08/10/2015,CLINTWOOD ELKHORN MINING LLC,PERMANENT,"8984318",ELKHORN CITY,PIKEVILLE,5087.69065632,KYDMP,TRNS
00000000000000001a40,Released,7.80683428,KY Division of Mine Permits,"1187074800000",SF,RC,KY8984320,"8984298",SU      04/20/2017  RN   2  12/15/2016  MT   3  06/20/2016,CLINTWOOD ELKHORN MINING LLC,PERMANENT,"8984320",ELKHORN CITY,PIKEVILLE,5508.27346232,KYDMP,TRNS
00000000000000001a48,Released,12.80594433,KY Division of Mine Permits,"1257408000000",SF,RC,KY8984335,"8984335",SU      01/04/2017  NC   1  10/06/2015  MT   2  06/12/2015,CLINTWOOD ELKHORN MINING LLC,PERMANENT,"8984335",ELKHORN CITY,PIKEVILLE,4581.04678575,KYDMP,TRNS
00000000000000001a7f,Released,2673.41030033,KY Division of Mine Permits,"1485849600000",SF,RC,KY8984520,"8984269",RN   3  12/21/2020  MI   3  05/13/2019  MT   4  01/03/2018,CLINTWOOD ELKHORN MINING LLC,PERMANENT,"8984520",ELKHORN CITY,PIKEVILLE,107491.447344,DMP E_Shape,TRNS
00000000000000001a80,Released,12.06639671,KY Division of Mine Permits,"1482134400000",SF,RC,KY8984521,"8984270",RN   3  11/30/2021  MI   4  09/18/2020  MT   3  04/05/2018,CLINTWOOD ELKHORN MINING LLC,PERMANENT,"8984521",ELKHORN CITY,PIKEVILLE,5087.69065632,KYDMP,TRNS
00000000000000001a81,Released,7.80683428,KY Division of Mine Permits,"1638259200000",SF,RC,KY8984522,"8984298",SU   2  11/30/2017  RN   3  11/30/2021  MT   4  05/02/2019,CLINTWOOD ELKHORN MINING LLC,PERMANENT,"8984522",ELKHORN CITY,PIKEVILLE,5508.27346232,KYDMP,TRNS
00000000000000001a83,Released,16.61426789,KY Division of Mine Permits,"1480406400000",SF,RC,KY8984527,"8984316",MT   5  08/13/2019  RN   2  04/21/2017  SU   1  11/29/2016,CLINTWOOD ELKHORN MINING LLC,PERMANENT,"8984527",ELKHORN CITY,PIKEVILLE,10201.856447,KYDMP,TRNS
